Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
YSKSBTBSQASAMG-NRMKOEJHNA-N,CHEMBL2349609,1509,N,3.74,chembl20,954242,9606,CTSD,998,C12(C(N(C(=N1)N)C)=O)CC(C)(C)OC3=C2C=C(C=C3)NC(C=4OC(=CC4)C)=O
YGOMBZILOXVUMF-XRJCTRHONA-N,CHEMBL567061,1509,A,5.09,chembl20,597056,9606,CTSD,998,C1(N)=NC(C(=O)N1C)(C2=CC(=CC=C2)C=3C=NC=CC3)C=4C=CC(OC)=C(OCCCC)C4
YBUOVLMFFOQGBO-YADHBBJMNA-N,CHEMBL1760858,1509,A,5.62,chembl20,740481,9606,CTSD,998,OS=1(C[C@H](NCC2=CC(=CC=C2)C(C)C)C(=O)[C@H](CC=3C=CC(=C(C3)CC)O)C1)O
YEQZQPVPTURPAK-UHFFFAOYNA-N,CHEMBL2425610,1509,A,5.91,chembl20,982389,9606,CTSD,998,S1(CC(C(C(C1)NCC2=CC(=CC=C2)C(C)(C)C)=O)CC3=CC(=C(C(=C3)F)N)OC)O
ZREWWVASMZJDGY-PECIQRARNA-N,CHEMBL584917,1509,N,4.96,chembl20,597056,9606,CTSD,998,C1(N)=NC(C=2C=CC3=C(C2)OCCO3)(C(N1C)=O)C4=CC(C=5C=NC=CC5)=CC=C4
ZQCGNFZJKBWLMH-IBGZPJMENA-N,57387583,1509,A,6.26761,pubchem,668998,9606,CTSD,998,[SH2]1(O)(O)CC(C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)=CC3=CC(O)=C(N)C(F)=C3
ZASDNILYUCOUST-DFLUKEIKNA-N,CHEMBL566112,1509,N,4.97,chembl20,589762,9606,CTSD,998,C1(=NC(C=2C=CC=C(C=3C(=NC=CC3)F)C2)(C4=CC=C(OC(F)(F)F)C=C4)C=5N1CCN5)N
YZUUNTCUAMHFQT-CKFYMFOVNA-N,CHEMBL1824343,1509,A,5.85,chembl20,767495,9606,CTSD,998,C1(C(=O)N(C(N)=N1)C)(C=2C=C(C=3C=CC=NC3F)C=CC2)C4=CN(N=C4)CC(CC)CC
YYSJAHZDJKNFJF-CKFYMFOVNA-N,CHEMBL566407,1509,N,5.0,chembl20,597056,9606,CTSD,998,C1(N)=NC(C(N1C)=O)(C2=CC(=CC=C2)C=3C=NC=CC3)C=4C=CC(OC)=C(OCCC)C4
ZPCHKGPANGLPQI-CKFYMFOVNA-N,CHEMBL565378,1509,A,5.66,chembl20,597056,9606,CTSD,998,C1(N)=NC(C(N1C)=O)(C2=CC(=C(C=C2)C#N)C=3C=NC=CC3)C=4C=CC(=C(C)C4)OC
ZPKMNSUSQSIWHS-FAPWWGRTNA-N,CHEMBL1270029,1509,A,5.53,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C2=CC(=C(C=C2)F)OCCCF)(C=3C=CC(=CC3)OC(F)F)C(N1C)=O)N
ZQVKNEMQAHETSD-PECIQRARNA-N,CHEMBL584109,1509,N,4.85,chembl20,597056,9606,CTSD,998,C1C2CC3(C4(C(N(C)C(=N4)N)=O)C5=CC(=C(C=C5)OC)CC)CC1CC(C2)C3
ZRALUYSQRKNIJM-HEYMAIHSNA-N,CHEMBL3127075,1509,N,4.38,chembl20,1295589,9606,CTSD,998,C1(=N[C@]2(CO1)[C@@H]3[C@@](OC4=CC=C(C=C42)C=5C=CC=NC5F)(CCOC3)C)N
ZRSKBWQUUIETSK-GHIVDFCTNA-N,CHEMBL2177316,1509,A,5.12,chembl20,874924,9606,CTSD,998,C1(F)=C(C=CC=N1)C2=CC([C@]3(N=C(OC3)N)C=4C=CC(=CC4)OC(F)F)=CC=C2
ZSIZOKHLIKKQIV-CCIMEURFNA-N,CHEMBL1270835,1509,A,5.94,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C2=CC(=C(C=C2)F)C#CCCCF)(C=3C=CC(=CC3)OC(F)F)C(N1C)=O)N
ZTWNOGPNYFTDNQ-LNNLXFCONA-N,CHEMBL1257184,1509,A,7.92,chembl20,665268,9606,CTSD,998,C1(C=2N=NN(C2)C)(CCCCC1)NCC(C(NC(=O)C)CC3=CC(=CC(=C3)F)F)O
ZXDMKDVEFBRFIO-OUSYYVPRNA-N,67971352,1509,A,5.4318,pubchem,1074036,9606,CTSD,998,FC1=CC=2O[C@@]3([C@@H]([C@@]4(N=C(OC4)N)C2C=C1C5=CC=CN=C5F)COCC3)C
ZYBCWTRDTPBTDB-SBRSUSAGNA-N,CHEMBL3127078,1509,N,4.24,chembl20,1295589,9606,CTSD,998,C1(=N[C@]2(CO1)[C@H]3[C@H](OC4=CC=C(C=C42)C=5C=CC=NC5F)CCO[C@@H]3C)N
ZYDYIEDBQMETPI-HXTKINSTNA-N,CHEMBL83993,1509,A,5.26,chembl20,45153,9606,CTSD,998,C1(=NC=2C=CC(=CC2S1)OCC)SC3=CC=C(NC(C4=C(C(Cl)=CC(=C4)Cl)N)=O)C=C3
CZKXEGXIEYHWJE-CAISISPANA-N,CHEMBL1257651,1509,A,5.76,chembl20,665268,9606,CTSD,998,C1C(C2=CC=C(S2)CC(C)(C)C)(C1)NC[C@H]([C@@H](NC(=O)C)CC=3C=C(C=C(F)C3)F)O
CZODIDQNKFOGQS-OAQYLSRUNA-N,CHEMBL2047900,1509,A,5.61,chembl20,826121,9606,CTSD,998,C1[C@H](C(C(C[SH2]1(O)O)=NCC=2C=C(C=CC2)C(C)(C)C)=O)CC3=CC=4C(=CNC4C=C3)CC
CWKMYTRJRIARRB-VJSLDGLSNA-N,CHEMBL1780016,1509,N,4.7,chembl20,747701,9606,CTSD,998,C1=C(C2=CC=CC(=C2)C)N=C3C=CC=CC3=C1C(=O)NC=4SC(=C(C4C(OC)=O)C)C(N(CC)CC)=O
DEQYUKOESXXTJT-HXUWFJFHNA-N,57387067,1509,A,5.91364,pubchem,668998,9606,CTSD,998,[SH2]1(O)(O)C[C@H](C(=O)C(=NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC4=C(NC=C4CC(F)F)C=C3
DDSJVMZLEUXJNA-SZCVMPLANA-N,CHEMBL1258687,1509,A,7.85,chembl20,665268,9606,CTSD,998,C1(C=2ON=C(C2)CC(C)(C)C)(CCCCC1)NC[C@H]([C@@H](NC(=O)C)CC3=CC(=CC(=C3)F)F)O
BPJRZNNZUJYBEJ-AOEGPBABNA-N,CHEMBL69980,1509,A,6.68,chembl20,45186,9606,CTSD,998,N1C(S/C(/C1=O)=C\C2=CC=C(OCC=3C(=C(O)C(=CC3)C(=O)C4=CC=CC=C4)CCC)C=C2)=S
BOKNVVDKNIATDN-SZCVMPLANA-N,CHEMBL1270263,1509,A,6.32,chembl20,673657,9606,CTSD,998,C1C(NC[C@@H](O)[C@@H](NC(=O)C)CC2=CC(=CC(=C2)F)F)(C3=CC=CC(=C3)C(CF)(C)C)C1
BICJFGITFOFSTQ-UHFFFAOYNA-N,CHEMBL2425605,1509,A,5.01,chembl20,982389,9606,CTSD,998,C(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C=3C=NN(C3)CC(C)(C)C
CHUZTWGSWZUAJO-TXWCAYSONA-N,CHEMBL68201,1509,A,5.84,chembl20,45186,9606,CTSD,998,N1C(S/C(/C1=O)=C\C2=CC=C(COC=3C(=C(O)C(=CC3)C(C4=CN=CC=C4)=O)CCC)C=C2)=S
CGQRNPJLQMJSKH-APWZRJJANA-N,72190738,1509,A,5.74958,pubchem,771312,9606,CTSD,998,[S@@H]1(O)C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC=3C=C(O)C(N)=C(F)C3
BRIHPDQRTIMWKK-UHFFFAOYNA-N,CHEMBL2425606,1509,A,5.45,chembl20,982389,9606,CTSD,998,C(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C3=NOC(=C3)CC(C)(C)C
BCXQPMIEEJGADO-FNDHCYRCNA-N,CHEMBL1258467,1509,A,8.05,chembl20,665268,9606,CTSD,998,C1(C=2SC=C(C2)CC(C)(C)C)(CCCCC1)NC[C@H]([C@@H](NC(=O)C)CC3=CC(=CC(=C3)F)F)O
BWRXNKMJTLMWHA-KXVCVZHNNA-N,56947699,1509,A,5.74473,pubchem,1074036,9606,CTSD,998,O1[C@@H]2[C@@H]([C@@]3(N=C(N(C3=O)C)N)C4=C1C=CC(=C4)C5=CC(OC)=CC=C5)COCC2
FJIMJPFTRLZRAJ-RCSMWAJKNA-N,CHEMBL1270163,1509,A,6.12,chembl20,673657,9606,CTSD,998,C1C(NC[C@@H](O)[C@@H](NC(=O)C)CC2=CC(=CC(=C2)F)F)(C3=CC=CC(=C3)N4C=CC=N4)C1
FOFAAKHXTNOCAM-UHFFFAOYNA-N,CHEMBL2425618,1509,A,5.39,chembl20,982389,9606,CTSD,998,C(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C3=CC=CC(=C3)C(C)C
FOFAAKHXTNOCAM-ZWGOZCLVNA-N,CHEMBL2425598,1509,A,5.48,chembl20,982389,9606,CTSD,998,[2H]C([2H])(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C3=CC=CC(=C3)C(C)C
FPLQEWJJXIHZKG-YKSBVNFPNA-N,57387317,1509,A,5.76447,pubchem,668998,9606,CTSD,998,S1(O)(O)=C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC=4C5(CCC5)CNC4C(F)=C3
FNEXEDOHUJYRFC-UHFFFAOYNA-N,CHEMBL2425603,1509,A,6.11,chembl20,982389,9606,CTSD,998,C(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C3=CC=CC(=C3)OC(C)C
GUZHXLXDFLQWNZ-KNQAVFIVNA-N,CHEMBL2047904,1509,A,5.7,chembl20,826121,9606,CTSD,998,C=1[C@H](C([C@H](CS1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)=O)CC=3C=C(C(=C(C3)F)N)CC
GXBZBNGARSSJGU-FMHSPTBQNA-N,CHEMBL562554,1509,N,4.23,chembl20,571911,9606,CTSD,998,[C@@H](NC(C1=CC2=C3N(CCS(N2C)(=O)=O)C=C(C3=C1)CC)=O)([C@H](O)CNC)CC=4C=CC=CC4
GXGXFCURQIPRDS-KOALRNEENA-N,CHEMBL272766,1509,A,5.52,chembl20,464834,9606,CTSD,998,C1C2CC3CC(C4=CC=C(N4CC(/N=C(/N)\NCC=5OC(=NN5)C)=O)C=6C=CC=CC6)(C2)CC1C3
DQZQSPPSHIXESI-FEKPLEOLNA-N,71814502,1509,A,6.84164,pubchem,762872,9606,CTSD,998,FC(F)(CC1=CC=2[C@@H](NC[C@@H](O)[C@@H](NC(=O)C)CC3=CC(F)=CC(F)=C3)CCOC2C=C1)C
DWXAAHDQOYEJBJ-KNQAVFIVNA-N,57387810,1509,A,5.65365,pubchem,668998,9606,CTSD,998,S1(O)(O)=C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC(OC(C)C)=C(N)C(F)=C3
FBFLBMMXZWTOMN-NAKWCIHQNA-N,CHEMBL257099,1509,A,5.86,chembl20,464834,9606,CTSD,998,C1C2CC3CC1CC(C3)(C4=CC=C(N4CC(/N=C(/N)\NCC=5C=CC=C(C5)N)=O)C6=CC=CC=C6)C2
FDRVPZBEQXWFPU-XXBNENTENA-N,CHEMBL2047907,1509,A,5.76,chembl20,826121,9606,CTSD,998,C=1[C@H](C([C@H](CS1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)=O)CC=3C=C(C(=C(C3)F)N)C4CC4
FCURJCJIDCTWIK-PYCLOCFANA-N,CHEMBL1258576,1509,A,6.64,chembl20,665268,9606,CTSD,998,C1(NC[C@H]([C@H](CC2=CC(=CC(=C2)F)F)NC(=O)C)O)(C=3SC=C(C3)CC)CCCCC1
FDBNUXAMAFEWOP-SWNBYRTFNA-N,CHEMBL401587,1509,A,5.23,chembl20,418852,9606,CTSD,998,C1=C(N(C(C2=C(C=CC=C2)Cl)=C1)CC(/N=C(/N)\NCCCO)=O)C3=CC=C(C=C3)OCCC
GEEVLYXHLXAOCN-YKSBVNFPNA-N,57387579,1509,A,6.29243,pubchem,668998,9606,CTSD,998,S1(O)(O)=C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC(=C(N)C(F)=C3)C=4C=COC4
FUKFCDOWNPIEDK-UZLBHIALNA-N,CHEMBL2047889,1509,A,6.47,chembl20,826121,9606,CTSD,998,C=1[C@H](C([C@H](CS1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)=O)CC=3C=C(C(=C(C3)F)N)Br
GNSGWDWJRVKBQB-RPWUZVMVNA-N,24877514,1509,A,5.72125,pubchem,590330,9606,CTSD,998,S1(O)(O)=C[C@H](C(=O)[C@@H](NCC2=CC(C(C)C)=CC=C2)C1)CC3=CC(=C(O)C=C3)CCCC
FYJITWURUPYSEI-WQPIHASHNA-N,CHEMBL2047895,1509,A,5.43,chembl20,826121,9606,CTSD,998,C=1[C@H]([C@@H]([C@H](C=S1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)O)CC=3C=C4C=NNC4=CC3
FYQZYBSHWLRFKL-CCIMEURFNA-N,CHEMBL582045,1509,N,4.44,chembl20,589762,9606,CTSD,998,C=1(N2C(=NCCC2)[C@](C=3C=CC=C(C3)C4=CN=CN=C4)(C5=CC=C(C=C5)OC(F)(F)F)N1)N
FYQZYBSHWLRFKL-MLHMTEJZNA-N,CHEMBL567633,1509,N,3.61,chembl20,589769,9606,CTSD,998,C=1(N2C(=NCCC2)[C@@](C=3C=CC=C(C3)C4=CN=CN=C4)(C5=CC=C(C=C5)OC(F)(F)F)N1)N
FYQZYBSHWLRFKL-XRJCTRHONA-N,CHEMBL584521,1509,N,4.1,chembl20,589762,9606,CTSD,998,C=1(N2C(=NCCC2)C(C=3C=CC=C(C3)C4=CN=CN=C4)(C5=CC=C(C=C5)OC(F)(F)F)N1)N
DKWURVMIQCMWSA-DCYONUNKNA-N,CHEMBL461607,1509,N,4.65,chembl20,566213,9606,CTSD,998,[C@H](NC(CCC(C)C)=O)(C)C(N[C@@H](CC(C)C)[C@@H](O)C[C@H](C(NCCCC)=O)C)=O
JBRLAGKTAUICTP-UHFFFAOYNA-N,CHEMBL2425602,1509,A,5.1,chembl20,982389,9606,CTSD,998,C(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C3=CC=CC(=C3)C(C)(C)O
IXPUTXIAIOBBMQ-YADHBBJMNA-N,CHEMBL1760855,1509,A,5.77,chembl20,740481,9606,CTSD,998,OS=1(C[C@H](NCC2=CC(=CC=C2)C(C)C)C(=O)[C@H](CC=3C=CC(=C(CCO)C3)O)C1)O
AQLHBXXDAAQAGE-XLIONFOSNA-N,CHEMBL2047892,1509,A,5.1,chembl20,826121,9606,CTSD,998,C=1[C@H](C([C@H](CS1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)=O)CC3=CC(=C(C=C3)N)OC(F)(F)F
AMHTVOUZASNVCQ-QDIHOGQBNA-N,CHEMBL565914,1509,N,4.97,chembl20,589762,9606,CTSD,998,C1(=NC(C=2C=CC=C(C2)C=3C(=NC=CC3)F)(C4=CC=C(OC(F)(F)F)C=C4)C5=NCCCCN15)N
AGVFDFBUWYREPQ-OPYWXJNHNA-N,56947829,1509,A,6.22185,pubchem,1074036,9606,CTSD,998,FC1=CC=2O[C@@H]3[C@@H]([C@@]4(N=C(N(C4=O)C)N)C2C=C1C5=CC(OC(F)F)=CC=C5)COCC3
CQJCMAHTSPVMHW-PCRUTULWNA-N,CHEMBL1270458,1509,A,6.42,chembl20,673657,9606,CTSD,998,C1(NC[C@H]([C@@H](NC(=O)C)CC2=CC(F)=CC(F)=C2)O)(C3=CC=CC(=C3)C(C)(C)C)CCC1
CUTSLGOTJVDALL-AOLGMZEVNA-N,CHEMBL3127079,1509,A,5.77,chembl20,1295589,9606,CTSD,998,C1(=N[C@]2(C(N1C)=O)[C@@]3([C@@H](OC=4C=CC(=CC42)C5=CC=CC(=C5)C#N)CCOC3)C)N
GSUVIYMXNVDHGZ-OFNKIYASNA-N,57387318,1509,A,5.284,pubchem,668998,9606,CTSD,998,S1(O)(O)=C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC(OCCC)=C(N)C=C3
GRQMATBKELVAAS-YQMLGRBTNA-N,CHEMBL1258802,1509,A,6.51,chembl20,665268,9606,CTSD,998,C1(NC[C@H]([C@@H](NC(=O)C)CC2=CC(=CC(=C2)F)F)O)(C3=NC=C(O3)C(C)(C)C)CCCCC1
KZOWDSWZTVEAML-PKRZOPRNNA-N,CHEMBL1257533,1509,A,5.98,chembl20,665268,9606,CTSD,998,C1C(C2=C[N+](=CC(=C2)CC(C)(C)C)O)(C1)NCC(C(NC(=O)C)CC=3C=C(F)C=C(F)C3)O
LDGMEHDJYJLXOB-RCSMWAJKNA-N,CHEMBL1269949,1509,A,6.21,chembl20,673657,9606,CTSD,998,C=1C(=CC(=CC1F)C[C@@H]([C@@H](CNC(C2=CC=CC(=C2)C(C)(C)C)(C)C)O)NC(=O)C)F
MBEBWRFQHCNQBD-LJQANCHMNA-N,CHEMBL2047899,1509,A,5.83,chembl20,826121,9606,CTSD,998,C1C(C([C@@H](C[SH2]1(O)O)CC2=CC=3C(=CNC3C=C2)CC(F)(F)F)=O)=NCC=4C=C(C=CC4)C(C)(C)C
MBEIKKKHBAEUDD-SMZVIWQANA-N,CHEMBL534410,1509,N,4.44,chembl20,570783,9606,CTSD,998,CCNC[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)C2=CC=3C(=CN4CCS(N(C(=C2)C43)C)(=O)=O)CC
MGZXFXKUYAHYNH-UHFFFAOYNA-N,CHEMBL2425600,1509,A,6.54,chembl20,982389,9606,CTSD,998,C(NC1C(C(CS(C1)O)CC2=CC(=C(C(=C2)F)N)OC(C(F)(F)F)COC)=O)C3=C(C=CC(=C3)C(C)(C)C)F
MIEKBLPHNQZVQQ-AFXNFOHMNA-N,CHEMBL253237,1509,A,5.09,chembl20,418852,9606,CTSD,998,C1=C(C(=CC=C1)Cl)C2=CC=C(C=3C=CC(=CC3)OC=4C=CC(C(C)=O)=CC4)N2CC(=O)N=C(N)N
KDSLZYKVISFOTP-AZKYSUBMNA-N,CHEMBL1257774,1509,A,5.46,chembl20,665268,9606,CTSD,998,C1C(C2=NC=C(O2)C(C)(C)C)(C1)NC[C@H]([C@@H](NC(=O)C)CC=3C=C(C=C(F)C3)F)O
LYACXQSVKXTNBQ-RDZSSXPENA-N,CHEMBL2408742,1509,A,7.1,chembl20,973546,9606,CTSD,998,CC(C)(CC1=CC=2[C@@H](NC[C@H]([C@H](CC3=CC(=CC(=C3)F)F)NC(C)=O)O)CCOC2C=C1)F
GXOSSGOHUOWBPG-UHFFFAOYNA-N,CHEMBL2425613,1509,A,5.61,chembl20,982389,9606,CTSD,998,S1(CC(C(C(C1)NCC2=CC(=CC=C2)C(C)(C)C)=O)CC3=CC(=C(C(=C3)F)N)OC(C(F)(F)F)CO)O
IVEXILNYIOKCOY-WTEUUBRHNA-N,CHEMBL1257893,1509,A,5.51,chembl20,665268,9606,CTSD,998,C1C(C=2SC=C(N2)CC(C)(C)C)(C1)NC[C@H]([C@@H](NC(=O)C)CC=3C=C(C=C(F)C3)F)O
IDOVAMOXTVJEAV-VJSLDGLSNA-N,44415697,1509,A,5.05061,pubchem,271447,9606,CTSD,998,O(C=1C(=C2C(=CC1)C=CC=C2)C(=O)C3=CC(OC)=C(OC)C(OC)=C3)CC(=O)NCCCCCCCC
HUVWLYHEJLGQAN-XLIONFOSNA-N,72191038,1509,A,5.92082,pubchem,771312,9606,CTSD,998,[S@@H]1(O)C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC(OCC(F)(F)F)=C(N)C(F)=C3
JGJCMKRVGNTUNF-GOLOVHJHNA-N,CHEMBL256063,1509,N,4.9,chembl20,464834,9606,CTSD,998,C1C2CC3CC1CC(C2)(C3)C=4N(C(C5=CC=CC=C5)=CC4)CC(/N=C(/N)\NC[C@@H](C)O)=O
JGJCMKRVGNTUNF-UPMRZFCFNA-N,CHEMBL258315,1509,N,4.27,chembl20,464834,9606,CTSD,998,C1C2CC3CC1CC(C2)(C3)C=4N(C(C5=CC=CC=C5)=CC4)CC(/N=C(/N)\NC[C@H](C)O)=O
JIBQVJZSWQNHLX-IOPSYMRJNA-N,CHEMBL584695,1509,A,5.57,chembl20,597056,9606,CTSD,998,C1(N)=N[C@@](C=2C=CC(=C(C)C2)OC)(C(N1C)=O)C3=CC(C=4C(=NC=CC4)F)=C(C=C3)F
JIBQVJZSWQNHLX-XOYXWCGMNA-N,CHEMBL567477,1509,A,6.09,chembl20,597056,9606,CTSD,998,C1(N)=N[C@](C=2C=CC(=C(C)C2)OC)(C(N1C)=O)C3=CC(C=4C(=NC=CC4)F)=C(C=C3)F
JKHWCEYJKBOYJA-YRFKNOFFNA-N,CHEMBL2047896,1509,A,5.79,chembl20,826121,9606,CTSD,998,C=1[C@H](C([C@H](CS1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)=O)CC3=CC4=C(NN=C4C=C3)CCC
JKMKQSJNAYENGT-LPMZTMCUNA-N,CHEMBL252058,1509,A,5.81,chembl20,462059,9606,CTSD,998,C1(N2C(CCC2)=O)=CC(=CC(=C1)NCC)C(=O)N[C@H]([C@H](O)CNC3CCSCC3)CC=4C=CC=CC4
JKQCQYBXDQPJNC-AFHNCYEYNA-N,CHEMBL244347,1509,A,6.96,chembl20,445438,9606,CTSD,998,CN(C1CCCCC1)C(CC[C@H](N2C(=NC=3C(C2)=CC(=CC3)OC=4C=CC=CC4)N)C5CCCCC5)=O
HQKMGBJLQVCDTB-PCRUTULWNA-N,CHEMBL1257417,1509,A,6.42,chembl20,665268,9606,CTSD,998,C1C(C2=CC=CC(=C2)CC(C)(C)C)(C1)NC[C@H]([C@@H](NC(=O)C)CC=3C=C(F)C=C(F)C3)O
HPRGPIBWFPUGCR-SZCVMPLANA-N,CHEMBL1258466,1509,A,7.49,chembl20,665268,9606,CTSD,998,C1(NC[C@H]([C@@H](NC(=O)C)CC2=CC(=CC(=C2)F)F)O)(C=3SC=C(C3)C(C)(C)C)CCCCC1
HHJIQVYVAADLEY-ATSBTZJJNA-N,CHEMBL69148,1509,A,5.1,chembl20,45186,9606,CTSD,998,N1C(S/C(/C1=O)=C\C=2C=CC(COC=3C(=C(O)C(=CC3)C(=O)C4=CC=NC=C4)CCC)=CC2)=S
HHDWJPZVMYGIGB-NQIIRXRSNA-N,CHEMBL2048039,1509,A,5.99,chembl20,826121,9606,CTSD,998,C=1[C@H](C([C@H](CS1(O)O)NCC=2C=C(C=CC2)C(C)(C)C)=O)CC=3C=C(C(=C(C3)OCC)N)F
JWLSQAAJQTZDQT-SZSAOKNDNA-N,CHEMBL1270432,1509,A,5.74,chembl20,674724,9606,CTSD,998,C1(=N[C@@](C2=CC(=C(C=C2)F)C#CC3CC3)(C=4C=CC(OC(F)F)=C(C4)C)C(N1C)=O)N
IROUFPLAOXNCIN-QVLUCKTKNA-N,CHEMBL1270164,1509,A,6.32,chembl20,673657,9606,CTSD,998,C1C(NC[C@@H](O)[C@@H](NC(=O)C)CC2=CC(=CC(=C2)F)F)(C3=CC=CC(=C3)C4CCOC4)C1
JLDYIPLIAROYMO-CFMGEBJANA-N,71460380,1509,A,6.92082,pubchem,695115,9606,CTSD,998,O1C(C[C@H](NC[C@@H](O)[C@@H](NC(=O)C)CC2=CC=CC=C2)C3=C1C=CC(=C3)CC(C)(C)C)(C)C
PXWMFIUSWQAUPD-RUDJFMMJNA-N,CHEMBL3127105,1509,A,5.64,chembl20,1295588,9606,CTSD,998,C1(=N[C@]2(C(N1C)=O)[C@@H]3[C@@H](OC=4C=CC(=CC42)C5=CC(=CC(=C5)Cl)F)CCOC3)N
PTPAYKPAYWRKGJ-FTKAXUBTNA-N,CHEMBL68971,1509,N,4.48,chembl20,45185,9606,CTSD,998,N1C(S/C(/C1=O)=C\C=2C=CC(OCC3=C(C(OC(=O)C)=C(C=C3)C(=O)C)CCC)=CC2)=S
PISWYTCLVHPEEE-BKUBOPDUNA-N,CHEMBL2158257,1509,A,6.62,chembl20,855859,9606,CTSD,998,[C@@H](NC(C)=O)([C@H](O)CN[C@@H]1C=2C(CC(C1)(C)C)=NN(C2)CC(C)C)CC3=CC=CC=C3
PISWYTCLVHPEEE-DKEQKVNMNA-N,71462075,1509,A,5.30103,pubchem,695115,9606,CTSD,998,O[C@H](CN[C@@H]1CC(CC2=NN(C=C12)CC(C)C)(C)C)[C@@H](NC(=O)C)CC3=CC=CC=C3
PLPQEFAWMALVMM-ZZFTZOLYNA-N,44445152,1509,A,5.67448,pubchem,310772,9606,CTSD,998,S(O)(O)(N=CCC(C)C)=CCC(=O)N[C@H]([C@H](O)CNCC1=CC(OC)=CC=C1)CC2=CC=CC=C2
PQUNMNGRCLHJOJ-WQERJMGENA-N,CHEMBL1258686,1509,A,6.58,chembl20,665268,9606,CTSD,998,C1(NC[C@H]([C@@H](NC(=O)C)CC2=CC(=CC(=C2)F)F)O)(C=3ON=C(C3)C(C)(C)C)CCCCC1
POGMNGBOVVGHGD-IOZBFLNENA-N,CHEMBL561838,1509,A,5.18,chembl20,571911,9606,CTSD,998,[C@@H](NC(C1=CC2=C3C(=C1)C(=CN3CS(N2C)(=O)=O)CC)=O)([C@H](O)CNC)CC=4C=CC=CC4
PJNDAZQEJOLDIW-RCSMWAJKNA-N,CHEMBL1257303,1509,A,6.66,chembl20,673657,9606,CTSD,998,C1C(C2=CC=CC(=C2)C(C)(C)C)(C1)NC[C@H]([C@@H](NC(=O)C)CC=3C=C(C=C(F)C3)F)O
GLABHUZSEHKTBW-CSJGASJWNA-N,CHEMBL556087,1509,A,5.53,chembl20,570783,9606,CTSD,998,S1(=O)(=O)CCN2C=3C(=CC(=CC3O1)C(=O)N[C@H]([C@@H](CNC4CC4)O)CC5=CC=CC=C5)C(=C2)CC
QERRFQSEWKUWKZ-ATSGMIADNA-N,CHEMBL3127103,1509,A,6.11,chembl20,1295589,9606,CTSD,998,C1(=N[C@]2(C(N1C)=O)[C@@H]3[C@@H](OC=4C=CC(=CC42)C5=CC=CC(=C5)OC(F)F)CCOC3)N
PBMMEMHFZBWZEJ-CUCLJGHLNA-N,CHEMBL1089204,1509,A,6.33,chembl20,624430,9606,CTSD,998,C1=C(N(CC2=CC=C(C(=N2)N)NCCCO)C(C=3C=CC=CC3Cl)=C1)C4=CC=C(OCCCCC)C=C4
QGQLMQKKRGXLTO-WTEUUBRHNA-N,CHEMBL1258003,1509,A,5.51,chembl20,665268,9606,CTSD,998,C1C(C=2C=CN(N2)CC(C)(C)C)(C1)NC[C@H]([C@@H](NC(=O)C)CC=3C=C(C=C(F)C3)F)O
QPPQCTUKDVEBJJ-KNQAVFIVNA-N,25195988,1509,A,5.65365,pubchem,668998,9606,CTSD,998,S1(O)(O)=C[C@H](C(=O)[C@@H](NCC2=CC(C(C)(C)C)=CC=C2)C1)CC3=CC(OCCC)=C(N)C(F)=C3
